listing_id,seller_id,category,price,rating,in_stock
193,137,Electronics,68.58,3.93,1
194,256,Sports,28.17,5.0,1
195,206,Toys,6.0,4.68,1
196,34,Home,6.0,3.97,1
197,76,Electronics,46.75,3.91,1
198,182,Sports,6.0,4.47,1
199,90,Sports,25.55,4.08,1
200,264,Home,31.86,4.49,0
201,300,Electronics,42.48,4.4,0
202,209,Sports,6.0,3.87,1
203,56,Sports,76.44,3.85,1
204,186,Beauty,24.69,4.98,1
205,313,Beauty,38.32,3.91,1
206,210,Sports,23.31,4.64,1
207,79,Home,37.98,3.55,0
208,64,Sports,26.23,3.76,1
209,118,Toys,54.59,4.13,0
210,284,Home,47.27,4.17,1
211,34,Beauty,51.03,3.79,1
212,278,Home,33.93,5.0,1
213,10,Home,46.33,4.59,1
214,266,Electronics,58.37,3.61,0
215,156,Sports,15.59,4.88,1
216,90,Electronics,24.53,5.0,1
217,234,Electronics,61.52,2.58,1
218,54,Toys,29.1,3.87,1
219,272,Toys,71.37,2.92,1
220,137,Electronics,31.55,3.83,1
221,277,Home,20.41,3.76,1
222,285,Electronics,85.41,4.11,1
223,30,Home,8.38,5.0,1
224,301,Sports,37.32,3.8,1
225,45,Toys,51.43,4.56,1
226,9,Beauty,19.84,3.7,0
227,4,Sports,41.27,3.64,1
228,193,Beauty,22.28,3.89,1
229,80,Electronics,39.54,3.94,1
230,76,Electronics,78.31,3.79,1
231,201,Electronics,36.56,5.0,1
232,140,Home,27.44,4.57,1
233,232,Home,46.67,4.17,1
234,289,Electronics,18.24,4.1,1
235,83,Electronics,70.08,4.57,1
236,113,Electronics,49.58,3.53,1
237,174,Toys,12.24,3.45,1
238,248,Beauty,42.46,3.51,1
239,95,Home,21.79,5.0,1
240,99,Sports,61.54,3.76,1
241,98,Sports,28.63,5.0,1
242,246,Home,6.34,4.72,1
243,136,Sports,14.04,5.0,1
244,186,Home,60.5,4.3,1
245,126,Home,28.41,4.08,1
246,269,Electronics,83.45,4.3,1
247,81,Sports,29.24,5.0,1
248,136,Beauty,31.82,5.0,1
249,162,Sports,54.35,4.87,1
250,206,Sports,65.36,4.28,0
251,234,Home,63.58,3.85,1
252,315,Home,42.69,4.19,1
253,115,Toys,54.25,4.32,1
254,272,Home,6.0,4.98,1
255,36,Toys,43.9,4.53,1
256,296,Beauty,13.3,3.78,1
257,6,Toys,6.0,4.28,0
258,239,Sports,49.25,4.25,1
259,41,Toys,10.92,4.37,1
260,205,Electronics,36.7,4.11,1
261,14,Beauty,34.75,4.34,1
262,286,Sports,65.48,4.36,1
263,139,Electronics,28.33,3.95,1
264,10,Sports,15.57,4.57,0
265,12,Home,55.41,4.17,1
266,295,Electronics,37.59,5.0,1
267,289,Home,39.92,3.7,1
268,154,Electronics,6.0,3.64,1
269,9,Beauty,54.32,4.02,1
270,102,Sports,14.74,3.78,1
271,48,Electronics,8.36,3.75,1
272,15,Electronics,48.51,4.47,1
273,226,Home,33.78,3.76,1
274,230,Sports,52.54,4.26,1
275,229,Electronics,44.81,4.33,1
276,298,Beauty,43.86,3.72,1
277,12,Sports,13.59,4.56,1
278,216,Electronics,46.29,3.64,1
279,84,Beauty,19.21,4.69,0
280,173,Electronics,58.53,4.35,1
281,81,Sports,15.83,4.07,0
282,222,Home,20.3,4.18,1
283,1,Beauty,18.87,4.32,1
284,136,Home,29.8,4.16,1
285,134,Toys,6.0,4.93,1
286,48,Sports,30.53,4.47,1
287,309,Home,25.09,3.85,1
288,210,Beauty,43.83,3.99,1
289,77,Home,34.17,3.99,1
290,292,Beauty,75.05,3.75,1
291,223,Sports,62.6,3.89,1
292,233,Home,39.01,4.2,1
293,290,Home,65.6,5.0,1
294,101,Home,30.46,4.22,0
295,310,Toys,27.97,4.43,1
296,10,Home,24.02,3.71,1
297,236,Home,43.78,4.91,1
298,179,Home,38.26,4.33,1
299,241,Home,18.36,4.73,1
300,33,Electronics,36.0,3.99,1
301,71,Beauty,6.0,2.7,1
302,275,Toys,26.49,4.44,1
303,40,Toys,24.91,3.71,1
304,31,Sports,36.2,4.22,0
305,196,Home,59.08,4.13,1
306,127,Sports,13.63,4.3,1
307,265,Sports,33.53,4.12,1
308,9,Toys,31.87,3.06,1
309,110,Home,25.98,4.16,0
310,201,Electronics,47.51,3.72,1
311,278,Electronics,42.46,4.32,1
312,103,Toys,9.57,3.89,0
313,247,Electronics,19.12,4.26,1
314,40,Toys,50.26,3.89,1
315,145,Electronics,44.84,3.76,0
316,125,Beauty,50.28,3.95,1
317,171,Beauty,29.36,3.96,1
318,191,Beauty,42.07,4.22,1
319,81,Home,63.24,3.21,1
320,315,Home,37.52,3.75,1
321,299,Electronics,62.76,4.56,1
322,86,Toys,54.04,3.8,0
323,314,Home,29.56,4.81,1
324,85,Electronics,58.91,2.9,1
325,316,Electronics,71.76,4.46,1
326,56,Beauty,25.52,4.48,1
327,127,Electronics,83.76,3.28,1
328,113,Home,24.68,4.38,1
329,246,Sports,36.15,3.07,1
330,269,Beauty,85.47,4.89,1
331,76,Toys,33.0,4.06,1
332,282,Electronics,13.2,3.97,1
333,319,Sports,12.96,3.88,1
334,205,Beauty,47.23,4.74,1
335,21,Electronics,13.64,4.08,1
336,186,Toys,6.3,2.99,1
337,12,Electronics,69.88,4.24,1
338,237,Toys,11.88,4.6,1
339,34,Sports,6.0,3.32,1
340,223,Sports,86.27,4.53,1
341,189,Home,40.88,3.83,1
342,6,Electronics,14.58,3.69,1
343,69,Sports,64.2,4.01,0
344,71,Sports,25.56,4.2,1
345,158,Beauty,11.46,4.55,1
346,6,Beauty,34.21,4.12,0
347,74,Home,52.24,4.35,1
348,65,Toys,68.69,4.51,1
349,143,Beauty,35.08,4.24,1
350,70,Home,32.89,3.91,1
351,212,Electronics,35.45,4.57,1
352,285,Sports,43.14,4.55,1
353,290,Toys,20.23,5.0,1
354,220,Home,62.17,4.44,0
355,160,Home,16.87,3.91,1
356,118,Home,24.77,4.54,0
357,35,Home,35.36,3.23,1
358,110,Home,42.73,3.79,1
359,319,Electronics,58.48,4.68,0
360,61,Toys,76.01,3.95,1
361,153,Electronics,43.25,3.86,1
362,144,Toys,80.08,4.51,1
363,227,Toys,45.4,3.79,1
364,39,Beauty,83.62,3.69,1
365,10,Home,29.36,4.35,1
366,308,Electronics,54.81,4.01,1
367,228,Electronics,22.05,3.87,1
368,277,Sports,6.0,4.11,0
369,114,Toys,6.0,4.38,1
370,22,Toys,14.61,4.28,1
371,195,Beauty,43.91,4.21,1
372,96,Sports,39.06,4.06,1
373,301,Home,31.87,4.28,0
374,144,Home,34.21,4.4,1
375,114,Electronics,51.43,4.96,1
376,51,Beauty,15.82,3.53,1
377,192,Electronics,6.0,5.0,1
378,199,Home,74.71,3.66,1
379,134,Home,35.51,3.7,1
380,308,Beauty,39.23,4.85,1
381,306,Sports,50.85,4.14,1
382,70,Home,6.0,4.22,1
383,230,Sports,45.32,3.85,0
384,104,Home,31.3,4.75,1
385,4,Home,53.15,4.76,0
386,9,Home,58.79,4.36,1
387,208,Toys,38.69,4.12,1
388,276,Toys,8.61,3.44,0
389,192,Electronics,36.22,4.23,1
390,95,Sports,28.34,3.9,1
391,113,Electronics,63.74,5.0,1
392,218,Sports,6.0,4.39,1
393,59,Home,71.53,4.16,1
394,318,Home,49.89,4.5,1
395,71,Beauty,28.48,3.47,1
396,132,Electronics,56.1,3.34,1
397,242,Home,54.41,2.7,1
398,228,Beauty,55.0,3.55,1
399,70,Toys,54.84,4.14,1
400,45,Electronics,23.28,4.18,1
401,50,Electronics,37.12,2.98,1
402,264,Home,68.53,4.69,1
403,172,Sports,30.93,3.23,1
404,205,Electronics,21.66,4.23,1
405,131,Sports,20.64,3.87,1
406,73,Sports,47.51,4.23,1
407,270,Home,70.51,4.21,1
408,129,Home,6.0,4.22,1
409,235,Sports,24.23,3.83,1
410,223,Electronics,33.09,4.57,1
411,304,Beauty,57.84,3.8,1
412,94,Beauty,11.39,5.0,0
413,185,Beauty,72.32,4.3,1
414,50,Electronics,29.54,4.37,0
415,12,Beauty,44.8,3.82,1
416,154,Sports,20.32,3.9,0
417,88,Electronics,53.37,4.7,1
418,1,Sports,18.33,3.81,1
419,86,Sports,39.39,4.37,1
420,217,Sports,28.23,5.0,1
421,39,Beauty,61.24,4.76,1
422,264,Toys,51.15,3.7,0
423,1,Electronics,9.08,4.16,1
424,208,Home,35.14,3.59,1
425,177,Electronics,43.0,4.28,1
426,240,Toys,11.24,3.53,1
427,237,Home,16.66,3.63,1
428,245,Home,21.81,4.83,1
429,80,Home,23.65,3.88,1
430,297,Beauty,62.98,4.16,1
431,170,Toys,42.97,3.36,1
432,103,Toys,42.44,4.44,0
433,38,Home,70.78,3.33,0
434,61,Home,82.03,4.38,1
435,114,Beauty,17.45,4.14,1
436,108,Beauty,41.33,4.05,1
437,105,Electronics,12.63,4.47,1
438,45,Sports,50.46,4.12,1
439,48,Sports,19.54,4.4,1
440,276,Home,42.64,3.85,1
441,121,Electronics,45.97,3.49,0
442,218,Home,6.08,3.82,1
443,159,Home,13.24,5.0,1
444,31,Sports,36.64,4.34,1
445,135,Home,34.89,4.4,1
446,175,Sports,37.48,4.14,1
447,65,Home,30.69,4.76,1
448,164,Toys,13.44,4.59,1
449,138,Home,31.97,4.57,1
450,71,Home,14.78,4.31,1
451,296,Home,23.4,3.75,0
452,191,Sports,40.55,3.81,1
453,288,Electronics,7.09,3.8,1
454,283,Sports,32.51,3.54,1
455,101,Beauty,50.6,4.26,1
456,212,Sports,51.63,3.77,1
457,317,Sports,43.7,4.18,0
458,32,Home,31.74,4.16,1
459,70,Electronics,20.38,3.2,1
460,250,Toys,8.91,3.56,0
461,138,Home,35.18,4.05,0
462,8,Electronics,47.4,4.28,1
463,197,Beauty,39.64,4.54,1
464,57,Sports,40.77,4.04,1
465,91,Electronics,69.13,4.63,1
466,267,Electronics,37.52,4.14,1
467,97,Beauty,53.24,4.62,1
468,44,Sports,23.72,4.85,1
469,292,Sports,30.07,3.76,1
470,288,Toys,54.62,3.93,1
471,233,Toys,43.0,4.82,1
472,170,Home,14.74,3.77,1
473,225,Electronics,20.63,3.99,1
474,102,Toys,35.78,3.45,1
475,124,Home,26.19,3.81,1
476,307,Sports,18.15,4.07,1
477,203,Beauty,46.17,4.47,1
478,194,Beauty,21.89,3.87,1
479,78,Electronics,32.79,4.36,1
480,237,Electronics,10.8,4.21,1
481,46,Beauty,47.22,4.32,0
482,120,Electronics,6.0,4.0,1
483,56,Toys,37.57,3.47,1
484,129,Home,33.9,4.07,1
485,135,Home,26.13,3.93,1
486,16,Electronics,12.02,3.9,1
487,41,Toys,6.0,5.0,1
488,284,Toys,52.41,4.2,1
489,264,Sports,37.13,4.16,1
490,307,Sports,61.67,4.34,1
491,264,Home,23.77,4.09,1
492,23,Home,90.59,4.05,1
493,129,Beauty,19.2,3.97,1
494,237,Beauty,39.63,4.25,1
495,225,Electronics,86.24,4.79,1
496,207,Home,68.62,4.3,1
497,258,Home,26.35,4.55,1
498,169,Home,59.85,4.8,1
499,305,Home,49.34,3.53,1
500,188,Beauty,48.1,5.0,1
501,272,Beauty,21.54,3.93,1
502,76,Toys,24.27,4.64,1
503,6,Beauty,50.46,4.59,1
504,218,Sports,51.1,3.74,1
505,247,Electronics,17.95,4.07,1
506,218,Home,101.37,5.0,1
507,154,Home,27.39,3.95,1
508,249,Electronics,59.45,4.16,1
509,20,Beauty,34.38,4.24,1
510,223,Sports,36.12,3.65,1
511,265,Electronics,54.86,3.77,0
512,58,Home,56.58,4.32,1
513,211,Toys,20.26,3.94,1
514,174,Toys,32.24,4.21,1
515,196,Beauty,7.97,4.07,0
516,232,Sports,50.25,3.49,1
517,305,Toys,73.56,4.14,1
518,86,Beauty,69.43,3.83,1
519,150,Toys,89.56,3.75,1
520,177,Beauty,29.22,4.78,1
521,173,Electronics,70.18,3.7,1
522,48,Beauty,33.34,4.57,1
523,274,Home,26.82,2.98,0
524,125,Home,28.83,4.45,1
525,201,Sports,6.0,4.08,1
526,127,Home,12.71,4.06,1
527,133,Electronics,36.55,4.16,1
528,217,Home,33.86,4.62,1
529,307,Beauty,9.63,3.95,1
530,5,Sports,6.0,4.38,1
531,25,Beauty,26.2,4.19,1
532,18,Toys,52.79,4.11,1
533,170,Sports,6.0,4.72,1
534,316,Beauty,27.02,4.18,1
535,209,Sports,31.52,3.77,1
536,86,Toys,80.52,4.62,1
537,57,Toys,20.01,4.78,1
538,3,Beauty,32.03,5.0,1
539,133,Toys,6.0,3.99,0
540,111,Sports,36.45,4.57,1
541,214,Beauty,40.94,3.98,1
542,131,Toys,33.37,3.91,1
543,193,Beauty,65.13,4.52,1
544,279,Home,6.0,4.9,1
545,24,Sports,32.38,4.95,1
546,125,Toys,71.18,4.38,1
547,280,Electronics,49.31,3.68,1
548,252,Sports,39.61,3.81,1
549,48,Home,6.0,3.65,1
550,104,Electronics,46.73,4.17,1
551,157,Electronics,26.86,4.25,1
552,309,Sports,34.98,2.63,1
553,255,Home,65.92,4.66,1
554,9,Sports,64.69,3.51,1
555,253,Sports,88.59,3.82,1
556,128,Sports,59.53,4.43,0
557,252,Beauty,57.37,4.73,0
558,112,Sports,29.74,4.83,0
559,124,Beauty,44.25,4.45,1
560,197,Sports,24.09,4.24,1
561,107,Home,65.31,4.51,1
562,85,Toys,18.49,4.24,1
563,154,Electronics,90.17,4.44,1
564,259,Home,72.99,3.5,1
565,267,Home,73.03,4.82,1
566,221,Toys,33.36,4.19,1
567,283,Home,37.33,4.37,1
568,166,Electronics,44.03,3.75,1
569,282,Electronics,17.99,3.97,1
570,318,Home,32.44,4.59,1
571,46,Home,72.82,3.62,1
572,64,Sports,20.12,5.0,1
573,86,Toys,13.52,3.82,1
574,181,Electronics,8.02,4.22,1
575,51,Toys,49.88,4.77,0
576,115,Sports,50.35,3.67,1
577,111,Electronics,16.56,4.13,1
578,170,Toys,41.46,4.15,1
579,125,Toys,21.88,4.77,1
580,158,Electronics,82.17,3.89,1
581,129,Home,32.31,4.02,1
582,247,Toys,58.8,3.63,1
583,200,Home,97.12,4.07,1
584,5,Sports,30.8,3.94,1
585,194,Beauty,30.92,4.99,1
586,278,Beauty,45.82,4.23,1
587,144,Sports,53.71,3.98,1
588,114,Electronics,23.8,4.26,1
589,163,Toys,19.06,4.09,1
590,245,Sports,56.15,4.54,0
591,117,Sports,49.96,4.4,0
592,207,Sports,90.77,4.15,1
593,89,Sports,39.58,4.96,1
594,41,Beauty,32.17,3.93,1
595,181,Beauty,48.42,4.04,1
596,93,Electronics,37.11,5.0,1
597,196,Home,31.17,4.67,1
598,16,Electronics,6.0,4.11,1
599,109,Toys,14.08,3.98,1
600,284,Home,38.6,4.44,1
601,151,Sports,61.3,3.83,0
602,309,Beauty,17.54,3.87,1
603,292,Beauty,50.21,4.51,1
604,270,Beauty,24.41,4.27,1
605,124,Home,47.44,3.62,1
606,70,Beauty,49.62,4.01,0
607,6,Toys,50.51,5.0,1
608,136,Home,23.89,4.31,1
609,128,Electronics,8.06,4.24,1
610,248,Beauty,82.97,4.25,1
611,97,Sports,22.35,4.06,1
612,6,Electronics,10.72,5.0,1
613,167,Home,39.42,4.85,1
614,258,Beauty,61.66,4.31,1
615,196,Beauty,46.62,4.25,1
616,168,Beauty,13.74,4.44,1
617,21,Electronics,48.92,3.28,0
618,260,Sports,19.46,3.44,1
619,116,Electronics,30.2,4.2,0
620,235,Toys,51.13,4.05,0
621,301,Electronics,47.99,2.99,1
622,205,Electronics,8.44,4.55,0
623,152,Home,85.55,4.32,1
624,19,Home,58.73,4.74,1
625,112,Toys,22.24,4.57,1
626,218,Home,47.12,4.32,1
627,210,Home,55.21,4.04,1
628,199,Sports,35.89,4.5,1
629,260,Electronics,6.0,4.09,1
630,169,Home,6.0,4.71,0
631,150,Toys,27.27,4.55,1
632,168,Toys,48.43,4.6,1
633,166,Electronics,44.23,3.59,1
634,151,Toys,31.03,4.42,1
635,2,Electronics,68.03,4.08,0
636,33,Home,55.78,3.9,1
637,9,Beauty,6.0,3.44,1
638,295,Sports,77.25,3.85,1
639,291,Electronics,47.57,3.92,1
640,111,Electronics,44.62,4.05,1
641,260,Home,19.37,3.57,1
642,20,Electronics,103.8,3.68,1
643,283,Sports,38.73,4.26,1
644,91,Home,30.86,4.19,1
645,166,Electronics,17.79,4.82,1
646,125,Toys,6.0,4.05,0
647,28,Sports,17.93,3.44,0
648,100,Home,37.76,3.99,1
649,198,Sports,14.72,4.16,1
650,279,Home,13.33,4.61,1
651,303,Beauty,67.9,5.0,1
652,3,Home,39.54,4.1,1
653,11,Sports,18.42,4.43,1
654,289,Home,32.28,5.0,0
655,59,Electronics,23.44,5.0,1
656,188,Sports,52.31,4.6,1
657,313,Home,30.65,4.34,1
658,137,Sports,27.67,4.82,1
659,28,Beauty,39.82,4.37,1
660,307,Beauty,49.51,4.42,1
661,94,Sports,34.82,3.77,1
662,255,Beauty,71.76,4.21,1
663,312,Electronics,55.12,4.24,0
664,247,Home,103.47,4.63,1
665,189,Home,35.84,4.68,1
666,40,Sports,14.52,4.56,1
667,169,Toys,38.64,4.53,1
668,103,Home,44.11,4.52,1
669,283,Sports,59.06,4.01,1
670,317,Toys,9.38,4.29,1
671,224,Electronics,23.88,3.75,1
672,301,Home,67.81,4.22,1
673,233,Beauty,47.22,4.14,1
674,52,Beauty,32.91,4.89,1
675,313,Home,17.63,4.78,1
676,297,Electronics,33.35,3.43,1
677,265,Sports,29.47,4.04,1
678,40,Toys,24.35,5.0,1
679,293,Electronics,69.2,4.66,1
680,95,Home,93.96,4.47,1
681,163,Sports,33.4,4.27,1
682,272,Home,17.61,4.63,1
683,23,Toys,47.11,3.86,1
684,248,Sports,6.0,4.03,1
685,144,Toys,59.06,3.96,1
686,181,Sports,37.55,5.0,1
687,39,Sports,42.91,3.89,1
688,248,Sports,31.07,4.9,1
689,57,Electronics,51.48,3.23,1
690,113,Toys,49.54,4.51,1
691,49,Beauty,63.18,5.0,1
692,285,Beauty,83.77,4.13,1
693,300,Beauty,29.42,4.43,1
694,213,Sports,51.71,3.13,1
695,89,Electronics,56.33,4.09,1
696,205,Sports,51.61,4.34,1
697,116,Toys,58.15,4.5,1
698,142,Home,28.09,5.0,1
699,5,Beauty,56.25,4.55,1
700,250,Electronics,6.0,5.0,1
701,292,Beauty,10.84,4.13,0
702,300,Sports,43.74,3.45,1
703,268,Toys,12.53,4.37,1
704,294,Home,52.27,4.88,1
705,255,Home,39.87,4.16,1
706,149,Electronics,34.71,4.62,0
707,114,Sports,45.16,4.59,1
708,46,Electronics,44.57,4.97,1
709,240,Sports,6.0,4.74,1
710,98,Home,25.71,4.26,1
711,95,Electronics,60.98,5.0,1
712,153,Sports,73.74,3.71,1
713,30,Beauty,71.24,4.1,0
714,163,Beauty,10.98,4.98,1
715,18,Sports,55.57,4.69,1
716,223,Beauty,10.4,3.57,1
717,114,Beauty,34.72,4.27,1
718,111,Electronics,54.65,4.26,1
719,307,Beauty,52.17,4.77,1
720,139,Beauty,36.78,4.61,1
721,274,Home,42.64,4.63,1
722,229,Beauty,71.24,4.95,1
723,147,Electronics,45.8,4.56,0
724,269,Home,88.01,3.88,1
725,231,Beauty,46.05,4.4,1
726,294,Beauty,18.54,4.93,0
727,307,Sports,38.01,4.34,1
728,21,Sports,6.0,4.31,1
729,58,Home,68.68,4.6,0
730,67,Beauty,38.15,4.35,0
731,304,Home,32.61,3.6,0
732,26,Electronics,16.11,3.68,1
733,227,Beauty,47.97,4.34,1
734,91,Home,42.23,5.0,1
735,150,Beauty,67.11,3.86,1
736,154,Electronics,57.14,4.88,1
737,103,Toys,6.0,3.83,1
738,174,Toys,32.16,3.26,1
739,228,Home,71.84,4.31,1
740,23,Sports,41.45,4.77,1
741,169,Beauty,36.01,3.68,1
742,19,Beauty,46.58,5.0,1
743,111,Sports,70.18,4.16,0
744,35,Toys,52.27,4.51,1
745,263,Electronics,6.0,4.51,1
746,228,Sports,51.44,3.62,0
747,205,Beauty,22.41,4.71,1
748,73,Electronics,38.45,3.27,1
749,101,Home,59.59,4.1,1
750,269,Sports,61.8,3.37,1
751,57,Toys,59.47,4.75,1
752,91,Beauty,30.44,3.95,1
753,159,Home,43.27,3.55,1
754,258,Sports,16.61,4.16,1
755,264,Home,100.01,4.25,1
756,159,Home,47.78,3.99,1
757,64,Sports,26.01,4.29,1
758,265,Home,24.07,4.74,1
759,198,Sports,8.54,3.87,1
760,283,Electronics,80.7,3.81,1
761,118,Electronics,10.0,5.0,1
762,84,Sports,69.54,4.11,1
763,282,Toys,46.31,2.37,0
764,221,Toys,45.9,3.94,1
765,34,Sports,59.44,3.56,1
766,315,Electronics,39.14,4.38,1
767,281,Sports,33.12,4.91,1
768,276,Toys,35.18,4.18,1
769,30,Home,62.55,3.85,1
